text,emotion
"tah mending nu kieu, lain teu nyuport ka brand local justru saya bangga. tp mun harga na teu eling mah da kumaha atuh",senang
"Sendiri = sepi Tapi kalau ada yg cht tu rasanya risih banget,tapi kdg kalau gada yg cht sunyi tapi kalau ada yg cht risih,kalau gada sunyi,kalau ada risih. ini gimana ya?",sedih
a.k.a masih takut ke dokter gigi,takut
jaehyun : aww malu banget,takut
Duka euy,sedih
"Jika kamu senang keluarkan saja tawa mu, jika kamu marah keluarkan saja amarah mu.. jika kamu sedih keluarkan saja tangismu... tapi jika kamu malu jangan keluarkan kena..uan mu... Ups...",senang
"Benci gua, pagi-pagi udara lagi enak, ada yg ngerokok. Naik gunung udara seger, ada yg ngerokok. Gedung 2 udara dingin, ada bau rokok. Kek ngerusak suasana aja",marah
Lagi lagi kecewa sama apa yg ditunggu2.gue gak merasakan apa2 setelah itu. Yg ada cuma nyesek,marah
"akhirnya sampai juga kita di akhir dari thread ini, sekali lagi doa terbaik bagi kita semua yang berpisah. Tidak ada rasa benci di hati ini, mungkin pada awalnya kita merasa marah dan kesal namun pada akhirnya kita kembali menyadari betapa hal baik yang terbaik untuk dia,",senang
"ak tertipu gais tyt promosi The Office Blind Date. udah kuduga jg ini jalan cerita komik bgt sial. eh bnrn kan, mana di awal udah nyimak serius bgt jg hdh",senang
"Yaa kalau elo suka di season 1 karena kliniknya otis dan maeve sih oasti kecewa soalnya di season 2 dikit banget, karena si ibunya otis juga join ke sekolah. Other than that, ya ngebahas problematika masing masing tokoh aja, which is better for me.",senang
"Orang hadir di hidupmu karena sebuah alasan. Mereka berimu bahagia dan kecewa. Ada yg sesaat, tapi ada yg selamanya,",senang
"Begitu Hebat nya Fitnah Saat ini, Mungkin kan Allah Swt, Akan Murka Kembali di Daerah Ini, Ayo Umat Islam Berbuat lah, Untuk Pembelaan, Sebelum Allah Swt Mendatangkan Murka nya.",senang
Ngeri yah om,takut
"Yg bikin gue risih adalah karna si Ardhito ini punya tampang, cewe2 nanggapin nya malah kaya seneng-_-",jijik
apa nata gk muak denger hadeh lu ml,jijik
"Halah mba, lo kalo ngeliat orang sange juga jijik jangan gitu lah, jgn munafik, gue tuh dah nebak bgt ini pola pikir lo asli KWOAWKSKSKSKSK",jijik
"[muak] : jujur, Jaehyun... saat itu aku belum siap untuk memulai hidup berkeluarga. Aku terlalu lama hidup sebagai wanita karir sampai aku takut hidupku berubah... ditambah kamu yg selalu minta untuk punya anak. Disitu aku muak... dan karena muak aku malah jadi gak mau...",senang
"Tetep naik, bukannya ga mau taat aturan walaupun agak risih dan riweh tapi selama fisiknya masih kuat dan ga sakit tetep gas. Susah soalnya cari barengan sama waktu yg pas lagi hehe",sedih
Tahu tak korang lagi buat aku sedih.. Sebab lepasni .. Lagi susah aku nak jumpa korang..,sedih
Haha soalnya kesal bgt mas sal,marah
Jan gitu dong malu gue,takut
Nahh gini puas gw Wkwwk ngak tau artinya aja ngakak,senang
"Enaknya,bocah aku yg jadi perannya,,,panting aku puas'in sampe bener"" berdua puas",senang
"Maaf, aku tidak seperti mereka yang slalu berhasil membuat mu tertawa,menghibur dikala duka Tapi selagi aku ada ku akan selalu menjaga mu, ku akan mencintaimu dalam diam dan dengan cara ku.",sedih
biar inget kalo terlalu baik sm org akan ngerasain terlalu kecewa jg.,sedih
Dengan senang hati mull,senang
"Bagi merawat duka yang lara ni. Gaji masa kerja part time kat kedai makan tu aku beli buku . Rasa puas wey! Walaupun tak dapat semua tapi atleast aku ada usaha. (Boleh buat modal utk cerita kat anak"")",senang
"Sebenernya sebelum nyalahin yg balas, kadang sendernya juga ngirim menfess yg memancing keributan wkwkwkwk Tapi syukur sih aku selama ngirim menfess tidak pernah di saltyin dan menggarami mengess org2",marah
Keluarkan saja jika kesal ke saya kota beradu meme nantinya,marah
"Dikata sama bbeb sndiri ""jijik ih kaki km item belang"" pdhal abis diajak liburan panasan sama dia, langsung minder seketika",sedih
"Tp tim laen jg lumayan ngeri ngab, kabarnya Borneo mau ada Megatransfer jg. Makin seru dah ini liga.. Let's see..",takut
Ada dendam. Ada takut tersaingi.,marah
Hihihi.. tq my baby.. sentiasa ada dlm susah n senang.. menerima kami berdua (dgn Ipan) seada nya.. love u soooo much!,senang
Hahahahahahahahhaa moskov sial terkejut sister mmg mcm moskov siaaaaallllll,marah
"are you okay, dear? Cemas aku Ama kamu dek",takut
bener sii tapi nanti aku gugup pas deketin cewe,takut
Malah harus masukin nama hanbin soalnya itu lagu buatan hanbin. See ga ada yg sempet bikin lagu buat lagu CB merek. Dan YG masih blame hanbin karena CB yg delay. Murka lah semua iKONIC. Ga penting surat klatifikasinya itu cuma buat jadiin hanbin kambing hitam,senang
Mau itu sekelompok kecil yg diserang pun tdk boleh karena sudah pasti menjalar kemana Kita negara hukum serahkan ke pihak berwajib Kalo hny berdasarkan balas dendam tdk akan tuntas Bnyk hasutan yg lebih ngeri sampai ada yg mengerakkan perkosaan Aduh miris bgt,marah
Sumpah aku tak paham asal tak puas hati sangat,senang
"Kalo sekarang sih dah b aja, di waro ya syukur, engga masabodo, dikira hidup gua makan waro kali",senang
"Hei bos... Hati2 kalau buat nama anjing. ""Laoli"" itu marga dari suku ""Nias"". Saya sedikit tersinggung dengan pernyataan anda ini.",marah
Iya yg lain ap lgi tzuyu kayak gimana gitu Sumpah aku kesal pingin ninju tpi gak bisa serius,senang
tweet dr bb dah bangga bgt,senang
Assalam. Tak puas hati ckp dpn jgn simpan.,senang
"Setelah tugas itu selesai maka saya akan berhadapan dengan api untuk menebus dosa saya sendiri. maka saya senang berjabatan dengan mereka, semoga dengan jabatan itu kelak mereka akan mengingat saya dan memintakan syafaat bagi saya pada Nabi Muhammad""",senang
"Sebagai moslem, saya marah, kecewa, dan ingin perang dengan mereka. Tetapi... Jika ingat para pengrusak tempat tempat ibadah kaum Nasrani, di bakar, hingga pengusiran , perasaan mereka juga sama seperti yg kami rasaksn saat ini. Dari sedih, malah pingin tertawa",marah
"Udah lama ga pacaran,ditanya udah makan apa belum aja udah syukur",senang
SIAPA ORANG YANG GA SUKA SAMA AELYN? SIAPAAA? SINI LU..... GUA MURKA.. WKWKWKWKWKKW,marah
suka duka akudongg,sedih
weh terkejut. sumpah tu nayeon!!!!!,terkejut
bangga sekali. teruskan perjuanganmu nak!,senang
"risih aja,, cuman nyesel akhirnya",jijik
"Semoga lancar sidangnya kak, semoga dimudahkan segala urusannya sama allah, jgn lupa doa, baca sholawatan yg banyak biar gk gugup. Semoga lancar Ya kak sidangnya pokoknya kalo Kaka, gugup baca sholawatan yg banyak",sedih
Ngeri! Para Analis Sebut Virus Corona Berpotensi Besar Memicu Resesi Ekonomi Global,takut
"iya Ai, aku sebagai inspirit ngerasa tersinggung bgt sih &gt;.&lt; ngelewatin semua dari 0 bareng mereka tuh jd bisa ngerasain sakitnya inpi. terus ada yg ngejokes kaya gitu, ya ngamuklah hahhahaha semoga kejadian ini ga terulang lagi",marah
"Ini doang anjrot dokumentasinya, dan tempat terfavorit sih.. adem, sejuk, pgn berenang rasanya awkoakaoaka. Syukur pas bareng Ibu dan Bapak sih perginya, sama nenek uwe jg.",senang
"Syukur, sampai saat ini, belum ada yang menjadi pasien suspeck virus corona, baik yang sudah ada di Aceh, atau mereka yang masih di Tiongkok, termasuk 13 orang di Wuhan, Hubei.",senang
"Terima kasih sudah menghubungi Bella ya kak, Bella senang dapat membantu kamu. Selamat beristirahat ^AM",senang
Kok gugup akuuu~~saat bersamamu saat tersenyum padamu~~,senang
Wanjeeerrrr ngeri bener wkwkwk,takut
NGERI BOS WKWKWK,takut
"Bukan masalah salahnya di mana,,tapi banyak yang tersinggung kalau sebut macam macam maksiat tersebut,,",takut
Saya ketiduran lalu di mimpi saya ada Aikawa. HERAN.,terkejut
"Saya selalu risih dengan kata ""kaya"" atau ""miskin"" seolah ada gap. Tapi ini terlanjur kesel aja, maneh teh lain orang kaya tapi sombong!",marah
"Kalo tersinggung karena selalu dapet pertanyaan ""kuliah dimana"" atau ""semester berapa"" padahal gak kuliah gimana bang?",marah
Beneran aman g sih? Trs beneran ngaruh ga? Takut nya cuman promosi. Udah cape pengen kulit wajah bersihhh dan cerah huhuhu:,takut
Bikin malu ikatan dr saja pecat dr ini,sedih
"Iyaa de gpp, asalkan senang aja",senang
"Inga bae""kecewa itu beda dgn marah!marah gampang month ilang.mar kecewa ?pikir jo noh sndiri!so besar to",marah
Bikin Senang.,senang
kesian member terkejut hahahahha penat do gelak,terkejut
"pemimpin kita ini kan bodoh makanya ditetapkan ""DARURAT SIPIL"" dia kira sedang perang. atau hanya takut kehilangan kekuasaan?",marah
"liat ajalah itu fans mbaknya, muak gue",jijik
"Happy birthday Semoga diberikan kesihatan yg baik, murah rezeki, ceria, gembira, bahagia &amp; dipermudahkan segala urusan serta terlaksana apa yang diimpikan",senang
"Rajin bagt ngitungin hari, heran wkwk",terkejut
"Makanya Dil kalo ada apa apa jangan minta bantuan, selesain sendiri. Kalo kaya gini kan jadinya kecewa",sedih
Gugup selak mateni kran kak,takut
Wkwkw risih juga gua anjay,jijik
Penat la penat aku nak nangis,jijik
Ya maklum lah antenknya orde baru yg kaga senang sama pemerintah.,senang
"w takut tdr trus tiba"" ada hantu pocong sama kunti",takut
"Dan harusnya kita gunakan tenaga dari yang kita makan (relamati untuk kita) untuk kebaikan, bayangkan betapa tersinggung ayam di meja makan pejabat yang sedang makan sambil mengobrol rencana korupsi.",senang
"Udh basi nder cara adu dombanya. Lama kelamaan malah lu bikin muak jadi gapeduli. Mending lu bobok, kalau bisa jangan bangun lagi.",sedih
Mami tolong carikan buat q juga [aww malu banget],takut
"Apakah aku dan kamu layak menjadi kita? Yang akan selalu bersama dalam suka duka? Mungkin saja iya, atau mungkin saja tidak. Sekarang ini hanya ada harapan yang menjadi angan dan menanti sebuah kepastian, entah sampai kapan, mungkin nanti. Sabar saja dulu",senang
"sampe sekarang gue bucin dia, meskipun udah jarang nonton dia. gue bahagia banget pas tahun lalu dia nikah. asli gue udah was was banget dia nikah sama pacarnya yang tahun 2014 itu siapa ya namanya lupa gue ah, pokoknya mba nya jand* . ozil yang pacaran gue yang murka dong asli",senang
weh aku terkejut!!!,terkejut
"Tau gasi wkwk ak rada heran kenpasi masa lalu kek gitu diributin hmm, lagian biarin aja napasih.. org kita juga ga sempurna mendingan ttp rendah hati sama benerin diri sndiri",terkejut
"Ga lah entar kecewa lagi, mending gue sama diri gue sendiri :') Dikira apaan comot di jalan woi wkwk",sedih
sekumpulan pria duduk bersila.. tangan menengadah penuh duka.. riuh mulut lantunkan syairNya.. agar harap segera tercipta..,senang
Jijik ya.,jijik
"Dari pukul 10pm sampai 3am, aku bukak fb lepastu tengok bts CLOY, aku takut aku takleh move on je ni....dengan hyun bin................. Taste aku kat lelaki da berubah ke?",takut
Great thanks 2u umetaja vitu vingi na vya maana sana vya kuzingatia katika maisha ya matangazo... si twitter tu hapa hata kwingine even dukani... weka duka/ kibanda/ hotel katika mwonekano mzuri wenye kuvutia wateja.... a lot. mis,takut
ibai penat la gini tk leh tido..aku penat gile,jijik
Penat aku nangis tepi bucu katil.,sedih
Yah penonton kecewa dong,sedih
Semoga pada 31 Januari 2020 ini menjadi hari terakhir di bulan ini untuk kita semua akhirnya mencapai suatu keberkahan dengan penuh rasa syukur setelah berproses dengan indah,senang
"gara gara kemarin ngebayangin kerja dari rumah, tetiba mimpi ngontrol pesawat dari rumah, cuma bisa ngebayangin posisi mereka dan setiap pergerakan berdasar pilot report sama mereka ngasih tau kalau mau konflik sama pesawat lain. Hm ternyata repot dan ngeri juga.",takut
Mungkin dia sedikit kesal krn tiap hari ada aja muka tzuyu yg lewat tl dia gara-gara gua wkwkwkwk,marah
Ak takut dihujat,takut
Ngerasa jijik aja lihat orang pacaran :v Ngembe erik ???,jijik
"Kadang ingin posting kyk kita sedang bahagia, mencapai suatu hal, dll, malah takut didoain ama yg dengkiin jadi paranoid gitu gimana yaa...",senang
"Kalo ada yg judge lu, itu mah biasa bro. Nabi aja ada yg benci. Jan sia sia kan waktu unt meladeni mereka. Masi banyak org yg peduli dan sayang sama lo",senang
"Ngeri anjir, awal sange, akhir horor",takut
Merasa tersinggung nih,marah
Emang ga risih mesra mesraan depan ortu? Gua si risih,jijik
Takut semut,takut
"Logat balinya masi kental, yg mana aku selalu senang kalau org bali udah ngomong dengan logatna",senang
"Pak Jokowi mainnya kurang jauh, jadi suka heran hehehe",terkejut
"Percuma sudah letoy, takut sama WC.",takut
Hahahaha syukur tersenarai.,senang
"Nggakk, kadang jijik",jijik
Hanya kata semangat yang engkau berikan dan aq cukup senang mendengar itu.,senang
Pen murka aja gua,marah
KARNA AKU GA DINOTIS DAN AKU KESAL AKU MAU GIVE AWAY KEKESALAN SAMA PULSA 10K UNTUK 1 ORANG GA PAKE SYARAT SYARAT DAH TERSERAH KLEN MO NGAPAIN SELESAI besok HARI SELASA g tau jam brp,marah
"Loh itu berarti faslitas yg diberikan mumpuni bukan maruk, kalo ada rejeki disia2in kan takut dosa",sedih
mau todong apapun aku tetap terpesona kak,terkejut
Mau dishare disini ? Ah takut kesebar tapinya,takut
"Sesat wajahnya berubah menjadi cemas, ia meringgis kecil dan refleks meremas genggaman sang suami. Walaupun wajahnya cemas, ia pun tidak menutup kebahagiaannya sebab akan bertemu dengan sang buah hati.",takut
"Lebih ekstrim lagi. Bapaknya nembakin semuanya bahkan anaknya sendiri karena gak mau mereka mati sengsara sama monster. Pelurunya habis sebelum bapaknya bunuh diri, dan ternyata tim penyelamat datang : )",senang
Dosa jamaah....siap2 Indonesia...semoga Allah Swt tidak murka pada negeri ini...mari mulia banyak2 beramal kawan.,sedih
banyak duka nya bang,sedih
saya jg jijik,jijik
Hahaha kalo gw takut dipecat jadi menantu. Wkwk. Soalnya mertua gw udah bangga banget gw jadi PNS,takut
Ngeri bawaannya penggaris kayu,takut
heran padahal cuma gitu tapi bisa ganteng,terkejut
bukan lembut tapi takut,takut
Ngeri amet,takut
kalo ada major character death aku benci kamu. sejam aja tapi.,marah
"""ada banyak matt di dalam matt"" kata andrea. kalimat ini mewakili isi kepala matt ketika dikuasai rasa cemas. - bagaimana jika andrea mengalami kecelakaan - bagaimana jika aku tidak bisa - bagaimana jika ada perampok di ujung jalan dls",senang
"Iya.. liat aja itu ekspresi tae. Terkejut, kyk emng dr awal udh gak ngarep gt, eh tb"" dikash trs dy senyum lebar bngt. Seneng bngt dy",senang
"semoga lain waktu lebih cukup ya, cil. semoga hatimu senang hari ini.",senang
Aamiin Allahumma Aamiin. InsyaAllah tetap Syukur Nikmat atas apapun yg Allah berikan.. Met beraktifitas di,senang
"Di tahun berikutnya, diamanahi untuk melanjutkan apa yang sudah dilakukan oleh Bang Satria. Alhamdulillah ditemani saudara seperjuangan yang senantiasa menemani dalam suka dan duka. Thanks a lot brok for always being with me.",sedih
"tersinggung, gaya berpakaian berubah, menarik diri dari pergaulan, atau mengalami depresi. Kalau Anda curiga anak Anda mengalami penindasan seksual, ajak anak Anda untuk bicara baik-baik tanpa maksud untuk mengkritisi atau menyalahkan anak (misalnya karena cara berpakaian",sedih
Makan tuh proyek... Kami rakyat sengsara,sedih
haah jenis terkejut tu,terkejut
terkejut aku tetiba uyin carut aku,terkejut
Dor! Pergi ke sawah ketemu banteng Kalo diganggu marah yg punya Selamat pagi aa Coba liat mana senyumnya? -,marah
"Namun setelah lama mungucapkan itu Kumiko mulai jenuh dan pikirannya teralihkan pada hal lain yang menyenangkan. ""Ah... Gagal lagi"" ujarnya kesal.",senang
Sumpah sih benci bgt sm cj cj cj!!,marah
"ulf, semoga hatimu senang hari ini, ya.",senang
"Padahal anu diritwit jeung dilike sama teh banyak, tapi aku merasa bahagia kieu :"" emang paling bisaan, nyieun readers bahagia",senang
wkwkkwk fansnya merasa kesal,senang
"Ko tau kalau aku orang yang gakk bisa jujur dengan mudahnya, setiap aku ngomong pasti bikin sakit hati atau tersinggung karna ucapanku.",senang
"Tapi kami muslim takkan pernah mundur jika kalian terus memusuhi kami. Tapi sebelum itu, ingatlah kejadian yang lalu... Kami yakin jihad itu jalan mulia, jangan pernah melupakan, bahwa kami dengan senang hati mati dijalan yang lurus",senang
"Smoga ujian kmu lancr yahh, dan bisa masuk PTN dngn jalur Undangan biar mudah dan bangga juga, tpi dngn jalur apapun smoga kmu bisa masuk PTN yg kmu suka",senang
"idem, saya juga kecebong kalau kata si kampret waktu pilpres kemarin tapi kecewa pas sudah jadi presiden, sudah sibuk bagi2 jatah kursi di pemerintahan ke parpol drpd urusin intoleransi ini yg menjadi-jadi",marah
Yok cuekin aja yok wkwk Cuman ya risih aja gitulo semakin marak 'konten' ini,jijik
"Hatiku? Ketawa tapi rada sakit. Gimana ya lucu aja bilang mau komitmen, udah malas pacaran tapi nyatanya jadian sm cewe lain dong seminggu kemudian. Hahahaha kecewa parah.",sedih
Aku kalo diginiin ko malah risih :v. Kalo bukan sapa2. Kalo pacar beda lagi,jijik
"So the time jelmaan tu dah sampai katil, plus minda aku duk terfikir aku dah 'tak hidup', panik berbuak2, Aku usaha bukakkan mata luas2. Finally i get control of my own body. Dan masa tu tiba2 rapid breathing n heart pumping like crazy. Alhamdulillah syukur masih hidup..",takut
"Pengen tu hidup kek drama gitu,ceritanya dah lama nggak ketemu,pas ketemu terpesona satu sama lainnya",terkejut
Di kantor disemprotkan ke seluruh badan. Risih. Pengenalan nolak tapi wajib. Sampe rumah lepas baju langsung mandi keramas.,jijik
Selalu harap harap cemas kalo denger kata mutasi,takut
"Kak aneeessss aku seneng bgt samaaa tweet kaka!! Makasih banyak ya kak udh jd temen ak, maapin klo ak kadanga nmannyong apa risih gitu hiks sedihh:"")",senang
